pi_stress --duration=5 
04-05-2018 00:23:30

# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)   0.541 us    |                      } /* page_remove_rmap */
 0)   0.458 us    |                  check_spread();
 0)   3.208 us    |                }
 0)   0.792 us    |                set_next_entity();
 0) + 51.291 us   |              }
 0)   3.166 us    |              check_and_switch_context();
 0)   0.791 us    |              switch_kmaps();
 0)               |              atomic_notifier_call_chain() {
 0)   0.458 us    |                __rcu_read_lock();
 0)               |                notifier_call_chain() {
 0)   0.542 us    |                  vfp_notifier();
 0)   0.667 us    |                  thumbee_notifier();
 0)   7.417 us    |                }
 0)   0.500 us    |                __rcu_read_unlock();
 0) + 16.958 us   |              }
 ------------------------------------------
 0)  avahi-d-476   => fgtrace-28468 
 ------------------------------------------

 0)               |            finish_task_switch() {
 0)   0.791 us    |              preempt_count_sub();
 0)   3.833 us    |            }
 0)   0.458 us    |            preempt_count_sub();
 0) * 10697.54 us |          } /* preempt_schedule_irq */
 0)   1.917 us    |          } /* complete_walk */
 0)               |          mnt_want_write() {
 0)               |            __sb_start_write() {
 0)   0.500 us    |              preempt_count_add();
 0)   0.500 us    |              preempt_count_sub();
 0)   8.750 us    |            }
 0)               |            __mnt_want_write() {
 0)   0.458 us    |              preempt_count_add();
 0)   0.500 us    |              preempt_count_sub();
 0)   7.792 us    |            }
 0) + 23.583 us   |          }
 0)               |          down_write() {
 0)               |            __down_write() {
 0)               |              __down_write_common() {
 0)   0.708 us    |                __rt_mutex_lock_state();
 0)   0.500 us    |                preempt_count_add();
 0)   0.500 us    |                preempt_count_sub();
 0) + 11.542 us   |              }
 0) + 14.583 us   |            }
 0) + 18.250 us   |          }
 0)               |          d_lookup() {
 0)               |            __d_lookup() {
 0)   0.667 us    |              __rcu_read_lock();
 0)   0.666 us    |              rt_spin_lock();
 0)   0.458 us    |              rt_spin_unlock();
 0)   0.458 us    |              __rcu_read_unlock();
 0) + 15.167 us   |            }
 0) + 19.083 us   |          }
 0)               |          up_write() {
 0)               |            __up_write() {
 0)   0.500 us    |              preempt_count_add();
 0)               |              __up_write_unlock() {
 0)   0.500 us    |                preempt_count_sub();
 0)   0.541 us    |                __rt_mutex_unlock();
 0)   7.500 us    |              }
 0) + 14.375 us   |            }
 0) + 17.459 us   |          }
 0)               |          mnt_drop_write() {
 0)               |            __mnt_drop_write() {
 0)   0.500 us    |              preempt_count_add();
 0)   0.500 us    |              preempt_count_sub();
 0)   6.792 us    |            }
 0)               |            __sb_end_write() {
 0)   0.458 us    |              preempt_count_add();
 0)   0.500 us    |              preempt_count_sub();
 0)   7.208 us    |            }
 0) + 21.042 us   |          }
 0)   0.917 us    |          follow_managed();
 0)               |          dput() {
 0)               |            dput.part.7() {
 0)   0.709 us    |              __rcu_read_lock();
 0)   0.500 us    |              rt_spin_lock();
 0)   0.500 us    |              rt_spin_unlock();
 0)   0.500 us    |              __rcu_read_unlock();
 0) + 14.042 us   |            }
 0) + 18.167 us   |          }
 0)   0.500 us    |          complete_walk();
 0)               |          mnt_want_write() {
 0)               |            __sb_start_write() {
 0)   0.459 us    |              preempt_count_add();
 0)   0.500 us    |              preempt_count_sub();
 0)   6.792 us    |            }
 0)               |            __mnt_want_write() {
 0)   0.500 us    |              preempt_count_add();
 0)   0.500 us    |              preempt_count_sub();
 0)   6.625 us    |            }
 0) + 19.125 us   |          }
 0)               |          may_open() {
 0)               |            inode_permission() {
 0)               |              __inode_permission() {
 0)   1.209 us    |                generic_permission();
 0)   0.750 us    |                security_inode_permission();
 0)   8.916 us    |              }
 0) + 12.292 us   |            }
 0) + 16.583 us   |          }
 0)               |          vfs_open() {
 0)               |            do_dentry_open() {
 0)               |              path_get() {
 0)               |                mntget() {
 0)               |                  mntget.part.1() {
 0)   0.708 us    |                    preempt_count_add();
 0)   0.500 us    |                    preempt_count_sub();
 0)   7.125 us    |                  }
 0) + 10.375 us   |                }
 0)   0.459 us    |                rt_spin_lock();
 0)   0.458 us    |                rt_spin_unlock();
 0) + 20.833 us   |              }
 0)               |              __mnt_want_write() {
 0)   0.500 us    |                preempt_count_add();
 0)   0.500 us    |                preempt_count_sub();
 0)   8.083 us    |              }
 0)   0.458 us    |              try_module_get();
 0)               |              security_file_open() {
 0)   2.542 us    |                apparmor_file_open();
 0)   0.709 us    |                __fsnotify_parent();
 0)   1.500 us    |                fsnotify();
 0) + 14.917 us   |              }
 0)               |              _mutex_lock() {
 0)   0.500 us    |                __rt_mutex_lock_state();
 0)   3.708 us    |              }
 0)               |              _mutex_unlock() {
 0)   0.500 us    |                __rt_mutex_unlock();
 0)   3.541 us    |              }
 0)   2.167 us    |              file_ra_state_init();
 0) + 81.125 us   |            }
 0) + 85.250 us   |          }
 0)   0.708 us    |          open_check_o_direct();
 0)               |          ima_file_check() {
 0)   1.167 us    |            process_measurement();
 0)   4.750 us    |          }
 0)               |          security_path_truncate() {
 0)               |            apparmor_path_truncate() {
 0)               |              common_perm_cond() {
 0)   1.166 us    |                common_perm();
 0)   4.834 us    |              }
 0)   8.125 us    |            }
 0) + 12.375 us   |          }
 0)               |          do_truncate() {
 0)               |            dentry_needs_remove_privs() {
 0)               |              dentry_needs_remove_privs.part.8() {
 0)   0.458 us    |                should_remove_suid();
 0)               |                security_inode_need_killpriv() {
 0)               |                  cap_inode_need_killpriv() {
 0)               |                    __vfs_getxattr() {
 0)               |                      xattr_resolve_name() {
 0)   0.458 us    |                        is_bad_inode();
 0)   3.958 us    |                      }
 0)   7.791 us    |                    }
 0) + 11.583 us   |                  }
 0) + 15.292 us   |                }
 0) + 22.584 us   |              }
 0) + 26.375 us   |            }
 0)               |            down_write() {
 0)               |              __down_write() {
 0)               |                __down_write_common() {
 0)   0.666 us    |                  __rt_mutex_lock_state();
 0)   0.500 us    |                  preempt_count_add();
 0)   0.750 us    |                  preempt_count_sub();
 0) + 10.500 us   |                }
 0) + 13.333 us   |              }
 0) + 16.667 us   |            }
 0)               |            notify_change() {
 0)               |              current_time() {
 0)   0.916 us    |                current_kernel_time64();
 0)   0.916 us    |                timespec_trunc();
 0)   8.583 us    |              }
 0)   1.167 us    |              security_inode_setattr();
 0)               |              simple_setattr() {
 0)   1.417 us    |                setattr_prepare();
 0)               |                truncate_setsize() {
 0)   0.500 us    |                  preempt_count_add();
 0)   0.500 us    |                  preempt_count_sub();
 0)               |                  truncate_pagecache() {
 0)               |                    unmap_mapping_range() {
 0)               |                      down_write() {
 0)               |                        __down_write() {
 0)               |                          __down_write_common() {
 0)   0.875 us    |                            __rt_mutex_lock_state();
 0)   0.500 us    |                            preempt_count_add();
 0)   0.500 us    |                            preempt_count_sub();
 0) + 10.458 us   |                          }
 0) + 13.458 us   |                        }
 0) + 17.041 us   |                      }
 0)               |                      up_write() {
 0)               |                        __up_write() {
 0)   0.500 us    |                          preempt_count_add();
 0)               |                          __up_write_unlock() {
 0)   0.500 us    |                            preempt_count_sub();
 0)   0.500 us    |                            __rt_mutex_unlock();
 0)   8.625 us    |                          }
 0) + 14.750 us   |                        }
 0) + 18.041 us   |                      }
 0) + 41.708 us   |                    }
 0)   0.916 us    |                    truncate_inode_pages_range();
 0)               |                    unmap_mapping_range() {
 0)               |                      down_write() {
 0)               |                        __down_write() {
 0)               |                          __down_write_common() {
 0)   0.500 us    |                            __rt_mutex_lock_state();
 0)   0.458 us    |                            preempt_count_add();
 0)   0.500 us    |                            preempt_count_sub();
 0)   9.791 us    |                          }
 0) + 12.875 us   |                        }
 0) + 16.209 us   |                      }
 0)               |                      up_write() {
 0)               |                        __up_write() {
 0)   0.459 us    |                          preempt_count_add();
 0)               |                          __up_write_unlock() {
 0)   0.458 us    |                            preempt_count_sub();
 0)   0.500 us    |                            __rt_mutex_unlock();
 0)   6.750 us    |                          }
 0) + 12.875 us   |                        }
 0) + 16.667 us   |                      }
 0) + 38.917 us   |                    }
 0) + 91.083 us   |                  }
 0) ! 101.917 us  |                }
 0)               |                setattr_copy() {
 0)   0.500 us    |                  timespec_trunc();
 0)   0.458 us    |                  timespec_trunc();
 0)   7.625 us    |                }
 0)   2.042 us    |                __mark_inode_dirty();
 0) ! 125.375 us  |              }
 0)   0.500 us    |              __fsnotify_parent();
 0)   0.500 us    |              fsnotify();
 0)   0.709 us    |              ima_inode_post_setattr();
 0) ! 158.083 us  |            }
 0)               |            up_write() {
 0)               |              __up_write() {
 0)   0.459 us    |                preempt_count_add();
 0)               |                __up_write_unlock() {
 0)   0.500 us    |                  preempt_count_sub();
